"dataset","method","case_id","fault","W","alarm_fraction","alarmed"
"RE1-OB","Isolation Forest","RE1-OB_currencyservice_mem_4","mem",4,0.5,TRUE
"RE1-OB","Isolation Forest","RE1-OB_currencyservice_mem_4","mem",5,0.563,TRUE
"RE1-OB","Isolation Forest","RE1-OB_currencyservice_mem_4","mem",6,0.587,TRUE
"RE1-OB","OC-SVM","RE1-OB_currencyservice_mem_4","mem",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_currencyservice_mem_4","mem",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_currencyservice_mem_4","mem",3,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_currencyservice_mem_4","mem",4,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_currencyservice_mem_4","mem",5,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_currencyservice_mem_4","mem",6,0,FALSE
"RE1-OB","PCA","RE1-OB_currencyservice_mem_5","mem",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_currencyservice_mem_5","mem",2,1,TRUE
"RE1-OB","PCA","RE1-OB_currencyservice_mem_5","mem",3,1,TRUE
"RE1-OB","PCA","RE1-OB_currencyservice_mem_5","mem",4,1,TRUE
"RE1-OB","PCA","RE1-OB_currencyservice_mem_5","mem",5,1,TRUE
"RE1-OB","PCA","RE1-OB_currencyservice_mem_5","mem",6,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_currencyservice_mem_5","mem",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_currencyservice_mem_5","mem",2,0.553,TRUE
"RE1-OB","Isolation Forest","RE1-OB_currencyservice_mem_5","mem",3,0.557,TRUE
"RE1-OB","Isolation Forest","RE1-OB_currencyservice_mem_5","mem",4,0.62,TRUE
"RE1-OB","Isolation Forest","RE1-OB_currencyservice_mem_5","mem",5,0.593,TRUE
"RE1-OB","Isolation Forest","RE1-OB_currencyservice_mem_5","mem",6,0.693,TRUE
"RE1-OB","OC-SVM","RE1-OB_currencyservice_mem_5","mem",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_currencyservice_mem_5","mem",2,0.99,TRUE
"RE1-OB","OC-SVM","RE1-OB_currencyservice_mem_5","mem",3,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_currencyservice_mem_5","mem",4,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_currencyservice_mem_5","mem",5,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_currencyservice_mem_5","mem",6,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_1","cpu",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_1","cpu",2,0.973,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_1","cpu",3,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_1","cpu",4,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_1","cpu",5,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_1","cpu",6,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_1","cpu",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_1","cpu",2,0.003,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_1","cpu",3,0.16,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_1","cpu",4,0.093,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_1","cpu",5,0.01,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_1","cpu",6,0.167,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_1","cpu",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_1","cpu",2,0.973,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_1","cpu",3,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_1","cpu",4,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_1","cpu",5,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_1","cpu",6,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_2","cpu",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_2","cpu",2,0,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_2","cpu",3,0.03,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_2","cpu",4,0,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_2","cpu",5,0.07,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_2","cpu",6,0.093,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_2","cpu",1,0.01,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_2","cpu",2,0.01,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_2","cpu",3,0,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_2","cpu",4,0.09,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_2","cpu",5,0.043,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_2","cpu",6,0.057,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_2","cpu",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_2","cpu",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_2","cpu",3,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_2","cpu",4,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_2","cpu",5,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_2","cpu",6,0,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_3","cpu",1,0.003,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_3","cpu",2,0.89,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_3","cpu",3,0.947,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_3","cpu",4,0.94,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_3","cpu",5,0.96,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_3","cpu",6,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_3","cpu",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_3","cpu",2,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_3","cpu",3,0.133,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_3","cpu",4,0.16,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_3","cpu",5,0.04,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_3","cpu",6,0.823,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_3","cpu",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_3","cpu",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_3","cpu",3,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_3","cpu",4,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_3","cpu",5,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_3","cpu",6,0,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_4","cpu",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_4","cpu",2,0,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_4","cpu",3,0.393,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_4","cpu",4,0.45,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_4","cpu",5,0.033,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_4","cpu",6,0.02,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_4","cpu",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_4","cpu",2,0.013,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_4","cpu",3,0.003,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_4","cpu",4,0,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_4","cpu",5,0,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_4","cpu",6,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_4","cpu",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_4","cpu",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_4","cpu",3,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_4","cpu",4,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_4","cpu",5,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_4","cpu",6,0,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_5","cpu",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_5","cpu",2,0.973,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_5","cpu",3,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_5","cpu",4,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_5","cpu",5,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_cpu_5","cpu",6,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_5","cpu",1,0.017,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_5","cpu",2,0.227,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_5","cpu",3,0.39,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_5","cpu",4,0.547,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_5","cpu",5,0.303,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_cpu_5","cpu",6,0.667,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_5","cpu",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_5","cpu",2,0.973,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_5","cpu",3,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_5","cpu",4,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_5","cpu",5,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_cpu_5","cpu",6,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_delay_1","delay",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_delay_1","delay",2,0.203,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_delay_1","delay",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_delay_1","delay",1,0.02,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_delay_1","delay",2,0.95,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_delay_1","delay",3,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_delay_1","delay",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_delay_1","delay",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_delay_1","delay",3,0,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_delay_2","delay",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_delay_2","delay",2,0,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_delay_2","delay",3,0,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_delay_2","delay",1,0.01,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_delay_2","delay",2,0.88,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_delay_2","delay",3,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_delay_2","delay",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_delay_2","delay",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_delay_2","delay",3,0,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_delay_3","delay",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_delay_3","delay",2,0.977,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_delay_3","delay",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_delay_3","delay",1,0.013,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_delay_3","delay",2,0.943,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_delay_3","delay",3,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_delay_3","delay",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_delay_3","delay",2,0.96,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_delay_3","delay",3,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_delay_4","delay",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_delay_4","delay",2,0.97,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_delay_4","delay",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_delay_4","delay",1,0.01,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_delay_4","delay",2,0.913,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_delay_4","delay",3,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_delay_4","delay",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_delay_4","delay",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_delay_4","delay",3,0,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_delay_5","delay",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_delay_5","delay",2,0.967,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_delay_5","delay",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_delay_5","delay",1,0.01,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_delay_5","delay",2,0.883,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_delay_5","delay",3,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_delay_5","delay",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_delay_5","delay",2,0.967,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_delay_5","delay",3,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_disk_1","disk",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_disk_1","disk",2,0.94,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_disk_1","disk",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_disk_1","disk",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_disk_1","disk",2,0.573,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_disk_1","disk",3,0.607,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_disk_1","disk",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_disk_1","disk",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_disk_1","disk",3,0,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_disk_2","disk",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_disk_2","disk",2,0.953,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_disk_2","disk",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_disk_2","disk",1,0.01,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_disk_2","disk",2,0.717,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_disk_2","disk",3,0.639,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_disk_2","disk",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_disk_2","disk",2,0.94,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_disk_2","disk",3,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_disk_3","disk",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_disk_3","disk",2,0.927,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_disk_3","disk",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_disk_3","disk",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_disk_3","disk",2,0.573,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_disk_3","disk",3,0.623,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_disk_3","disk",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_disk_3","disk",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_disk_3","disk",3,0,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_disk_4","disk",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_disk_4","disk",2,0.977,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_disk_4","disk",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_disk_4","disk",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_disk_4","disk",2,0.32,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_disk_4","disk",3,0.41,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_disk_4","disk",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_disk_4","disk",2,0.977,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_disk_4","disk",3,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_disk_5","disk",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_disk_5","disk",2,0.947,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_disk_5","disk",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_disk_5","disk",1,0.013,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_disk_5","disk",2,0.93,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_disk_5","disk",3,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_disk_5","disk",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_disk_5","disk",2,0.963,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_disk_5","disk",3,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_1","mem",1,0.003,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_1","mem",2,0.557,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_1","mem",3,0.973,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_1","mem",4,0.313,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_1","mem",5,0.717,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_1","mem",6,0.867,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_1","mem",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_1","mem",2,0.987,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_1","mem",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_1","mem",4,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_1","mem",5,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_1","mem",6,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_1","mem",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_1","mem",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_1","mem",3,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_1","mem",4,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_1","mem",5,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_1","mem",6,0,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_2","mem",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_2","mem",2,0.973,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_2","mem",3,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_2","mem",4,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_2","mem",5,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_2","mem",6,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_2","mem",1,0.01,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_2","mem",2,0.913,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_2","mem",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_2","mem",4,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_2","mem",5,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_2","mem",6,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_2","mem",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_2","mem",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_2","mem",3,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_2","mem",4,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_2","mem",5,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_2","mem",6,0,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_3","mem",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_3","mem",2,0.98,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_3","mem",3,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_3","mem",4,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_3","mem",5,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_3","mem",6,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_3","mem",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_3","mem",2,0.943,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_3","mem",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_3","mem",4,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_3","mem",5,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_3","mem",6,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_3","mem",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_3","mem",2,0.98,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_3","mem",3,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_3","mem",4,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_3","mem",5,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_3","mem",6,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_4","mem",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_4","mem",2,0.963,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_4","mem",3,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_4","mem",4,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_4","mem",5,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_4","mem",6,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_4","mem",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_4","mem",2,0.947,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_4","mem",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_4","mem",4,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_4","mem",5,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_4","mem",6,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_4","mem",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_4","mem",2,0.963,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_4","mem",3,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_4","mem",4,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_4","mem",5,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_4","mem",6,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_5","mem",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_5","mem",2,0.957,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_5","mem",3,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_5","mem",4,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_5","mem",5,1,TRUE
"RE1-OB","PCA","RE1-OB_productcatalogservice_mem_5","mem",6,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_5","mem",1,0.01,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_5","mem",2,0.107,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_5","mem",3,0.057,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_5","mem",4,0.1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_5","mem",5,0.087,FALSE
"RE1-OB","Isolation Forest","RE1-OB_productcatalogservice_mem_5","mem",6,0.09,FALSE
"RE1-OB","OC-SVM","RE1-OB_productcatalogservice_mem_5","mem",1,0.007,FALSE
